0	133.707	0
1.428591	133.682044	2.089134
3.031185	133.603352	4.046398
4.805269	133.46525	5.845931
6.743203	133.262421	7.460686
8.831466	132.990296	8.863791
11.050388	132.64546	10.030243
13.374507	132.226012	10.93872
15.773628	131.731812	11.573233
18.214443	131.164563	11.924321
20.662488	130.527718	11.989595
23.08412	129.826237	11.773587
25.448241	129.066233	11.287012
27.727592	128.254582	10.54561
29.899545	127.398522	9.568786
31.946422	126.505309	8.378242
33.855402	125.581924	6.996715
35.618136	124.634867	5.446939
37.230182	123.670018	3.750826
38.690343	122.692568	1.928911
40	121.707	0
38.690343	122.692568	-1.928911
37.230182	123.670018	-3.750826
35.618136	124.634867	-5.446939
33.855402	125.581924	-6.996715
31.946422	126.505309	-8.378242
29.899545	127.398522	-9.568786
27.727592	128.254582	-10.54561
25.448241	129.066233	-11.287012
23.08412	129.826237	-11.773587
20.662488	130.527718	-11.989595
18.214443	131.164563	-11.924321
15.773628	131.731812	-11.573233
13.374507	132.226012	-10.93872
11.050388	132.64546	-10.030243
8.831466	132.990296	-8.863791
6.743203	133.262421	-7.460686
4.805269	133.46525	-5.845931
3.031185	133.603352	-4.046398
1.428591	133.682044	-2.089134
0	133.707	0
-2.523539	133.682044	0.19263
-5.019876	133.603352	0.601884
-7.465359	133.46525	1.23852
-9.832745	133.262421	2.109442
-12.092002	132.990296	3.216378
-14.211639	132.64546	4.554795
-16.160463	132.226012	6.113303
-17.909528	131.731812	7.873746
-19.433987	131.164563	9.812009
-20.714537	130.527718	11.899442
-21.738285	129.826237	14.104641
-22.49896	129.066233	16.395318
-22.996562	128.254582	18.739994
-23.236585	127.398522	21.109373
-23.228981	126.505309	23.477292
-22.987034	125.581924	25.82128
-22.526255	124.634867	28.122741
-21.863402	123.670018	30.366871
-21.015658	122.692568	32.542365
-20	121.707	34.641016
-17.674686	122.692568	34.471276
-15.366781	123.670018	34.117697
-13.09188	124.634867	33.56968
-10.868367	125.581924	32.817996
-8.717441	126.505309	31.855534
-6.662961	127.398522	30.678159
-4.73103	128.254582	29.285604
-2.949281	129.066233	27.68233
-1.345835	129.826237	25.878228
0.05205	130.527718	23.889036
1.219544	131.164563	21.736331
2.1359	131.731812	19.446979
2.785955	132.226012	17.052023
3.161251	132.64546	14.585038
3.260535	132.990296	12.08017
3.089542	133.262421	9.570128
2.66009	133.46525	7.084451
1.988691	133.603352	4.648282
1.094947	133.682044	2.281763
0	133.707	0
1.094947	133.682044	-2.281763
1.988691	133.603352	-4.648282
2.66009	133.46525	-7.084451
3.089542	133.262421	-9.570128
3.260535	132.990296	-12.08017
3.161251	132.64546	-14.585038
2.785955	132.226012	-17.052023
2.1359	131.731812	-19.446979
1.219544	131.164563	-21.736331
0.05205	130.527718	-23.889036
-1.345835	129.826237	-25.878228
-2.949281	129.066233	-27.68233
-4.73103	128.254582	-29.285604
-6.662961	127.398522	-30.678159
-8.717441	126.505309	-31.855534
-10.868367	125.581924	-32.817996
-13.09188	124.634867	-33.56968
-15.366781	123.670018	-34.117697
-17.674686	122.692568	-34.471276
-20	121.707	-34.641016
-21.015658	122.692568	-32.542365
-21.863402	123.670018	-30.366871
-22.526255	124.634867	-28.122741
-22.987034	125.581924	-25.82128
-23.228981	126.505309	-23.477292
-23.236585	127.398522	-21.109373
-22.996562	128.254582	-18.739994
-22.49896	129.066233	-16.395318
-21.738285	129.826237	-14.104641
-20.714537	130.527718	-11.899442
-19.433987	131.164563	-9.812009
-17.909528	131.731812	-7.873746
-16.160463	132.226012	-6.113303
-14.211639	132.64546	-4.554795
-12.092002	132.990296	-3.216378
-9.832745	133.262421	-2.109442
-7.465359	133.46525	-1.23852
-5.019876	133.603352	-0.601884
-2.523539	133.682044	-0.19263
0	133.707	0
